numero_orden,fecha_orden,codigo_producto,cantidad_pedida,precio_unitario,ventas,pais,linea_producto,tamano_venta,producto_id,cliente_id,anio,mes
10122,2003-05-08,S18_1889,43,72.38,3112.34,France,Classic Cars,Medium,24,38,2003,5
10135,2003-07-02,S18_1889,48,79.31,3806.88,United States,Classic Cars,Medium,24,94,2003,7
10147,2003-09-05,S18_1889,26,82.39,2142.14,United States,Classic Cars,Small,24,99,2003,9
10160,2003-10-11,S18_1889,38,88.55,3364.9,United States,Classic Cars,Medium,24,69,2003,10
10170,2003-11-04,S18_1889,20,63.14,1262.8,Austria,Classic Cars,Small,24,6,2003,11
10181,2003-11-12,S18_1889,22,73.92,1626.24,Norway,Classic Cars,Small,24,65,2003,11
10192,2003-11-20,S18_1889,45,90.86,4088.7,United States,Classic Cars,Medium,24,99,2003,11
10203,2003-12-02,S18_1889,45,85.47,3846.15,Spain,Classic Cars,Medium,24,1,2003,12
10212,2004-01-16,S18_1889,20,66.99,1339.8,Spain,Classic Cars,Small,24,29,2004,1
10225,2004-02-22,S18_1889,47,64.68,3039.96,Switzerland,Classic Cars,Medium,24,77,2004,2
10239,2004-04-12,S18_1889,46,73.92,3400.32,Finland,Classic Cars,Medium,24,21,2004,4
10253,2004-06-01,S18_1889,23,83.93,1930.39,United Kingdom,Classic Cars,Small,24,41,2004,6
10266,2004-07-06,S18_1889,33,74.69,2464.77,Italy,Classic Cars,Small,24,14,2004,7
10278,2004-08-06,S18_1889,29,90.86,2634.94,United States,Classic Cars,Small,24,94,2004,8
10287,2004-08-30,S18_1889,44,82.39,3625.16,Switzerland,Classic Cars,Medium,24,68,2004,8
10300,2003-10-04,S18_1889,41,92.4,3788.4,Germany,Classic Cars,Medium,24,45,2003,10
10310,2004-10-16,S18_1889,20,91.63,1832.6,Germany,Classic Cars,Small,24,48,2004,10
10321,2004-11-04,S18_1889,37,78.54,2905.98,United States,Classic Cars,Small,24,94,2004,11
10329,2004-11-15,S18_1889,29,100.0,2954.81,United States,Classic Cars,Small,24,99,2004,11
10342,2004-11-24,S18_1889,55,65.45,3599.75,Australia,Classic Cars,Medium,24,32,2004,11
10363,2005-01-06,S18_1889,22,100.0,3686.54,Finland,Classic Cars,Medium,24,21,2005,1
10377,2005-02-09,S18_1889,31,67.76,2100.56,Finland,Classic Cars,Small,24,71,2005,2
10389,2005-03-03,S18_1889,49,79.22,3881.78,Sweden,Classic Cars,Medium,24,24,2005,3
10405,2005-04-14,S18_1889,61,73.92,4509.12,France,Classic Cars,Medium,24,12,2005,4
10419,2005-05-17,S18_1889,39,83.93,3273.27,Austria,Classic Cars,Medium,24,26,2005,5
10109,2003-03-10,S18_1984,38,100.0,4432.7,United States,Classic Cars,Medium,25,94,2003,3
10122,2003-05-08,S18_1984,31,100.0,4100.99,France,Classic Cars,Medium,25,51,2003,5
10136,2003-07-04,S18_1984,36,100.0,5274.72,France,Classic Cars,Medium,25,57,2003,7
10148,2003-09-11,S18_1984,25,100.0,4232.0,Australia,Classic Cars,Medium,25,62,2003,9
10161,2003-10-17,S18_1984,48,100.0,6145.44,Denmark,Classic Cars,Medium,25,7,2003,10
10171,2003-11-05,S18_1984,35,100.0,4680.2,Canada,Classic Cars,Medium,25,85,2003,11
10181,2003-11-12,S18_1984,21,100.0,3286.08,Norway,Classic Cars,Medium,25,76,2003,11
10192,2003-11-20,S18_1984,47,100.0,7421.3,United States,Classic Cars,Large,25,86,2003,11
10204,2003-12-02,S18_1984,38,100.0,6432.64,United States,Classic Cars,Medium,25,94,2003,12
10212,2004-01-16,S18_1984,41,100.0,4840.87,Spain,Classic Cars,Medium,25,91,2004,1
10226,2004-02-26,S18_1984,24,100.0,3892.08,United States,Classic Cars,Medium,25,69,2004,2
10240,2004-04-13,S18_1984,37,100.0,5526.32,Japan,Classic Cars,Medium,25,38,2004,4
10253,2004-06-01,S18_1984,33,100.0,4459.62,United Kingdom,Classic Cars,Medium,25,26,2004,6
10266,2004-07-06,S18_1984,49,100.0,6203.4,Italy,Classic Cars,Medium,25,40,2004,7
10278,2004-08-06,S18_1984,29,100.0,3754.05,United States,Classic Cars,Medium,25,69,2004,8
10287,2004-08-30,S18_1984,24,100.0,3516.48,Switzerland,Classic Cars,Medium,25,88,2004,8
10301,2003-10-05,S18_1984,47,100.0,7488.04,Norway,Classic Cars,Large,25,76,2003,10
10310,2004-10-16,S18_1984,24,100.0,3448.08,Germany,Classic Cars,Medium,25,10,2004,10
10321,2004-11-04,S18_1984,25,100.0,3734.0,United States,Classic Cars,Medium,25,69,2004,11
10331,2004-11-17,S18_1984,30,32.47,974.1,United States,Classic Cars,Small,25,86,2004,11
10342,2004-11-24,S18_1984,22,100.0,3160.74,Australia,Classic Cars,Medium,25,32,2004,11
10356,2004-12-09,S18_1984,27,64.69,1746.63,France,Classic Cars,Small,25,74,2004,12
10366,2005-01-10,S18_1984,34,100.0,4207.84,Belgium,Classic Cars,Medium,25,49,2005,1
10377,2005-02-09,S18_1984,36,100.0,4352.76,Finland,Classic Cars,Medium,25,97,2005,2
10390,2005-03-04,S18_1984,34,43.05,1463.7,United States,Classic Cars,Small,25,94,2005,3
10406,2005-04-15,S18_1984,48,100.0,7169.28,Denmark,Classic Cars,Large,25,93,2005,4
10419,2005-05-17,S18_1984,34,100.0,4594.76,Austria,Classic Cars,Medium,25,53,2005,5
10104,2003-01-31,S18_2238,24,100.0,3457.92,Spain,Classic Cars,Medium,26,29,2003,1
10115,2003-04-04,S18_2238,46,100.0,7381.16,United States,Classic Cars,Large,26,94,2003,4
10127,2003-06-03,S18_2238,45,100.0,7146.9,United States,Classic Cars,Large,26,99,2003,6
10141,2003-08-01,S18_2238,39,100.0,5938.53,Finland,Classic Cars,Medium,26,21,2003,8
10151,2003-09-21,S18_2238,43,100.0,7110.91,Finland,Classic Cars,Large,26,71,2003,9
10165,2003-10-22,S18_2238,29,100.0,5032.95,Singapore,Classic Cars,Medium,26,59,2003,10
10176,2003-11-06,S18_2238,20,100.0,3667.6,Italy,Classic Cars,Medium,26,60,2003,11
10184,2003-11-14,S18_2238,46,100.0,7381.16,Spain,Classic Cars,Large,26,1,2003,11
10195,2003-11-25,S18_2238,27,100.0,5128.11,United States,Classic Cars,Medium,26,86,2003,11
10207,2003-12-09,S18_2238,44,100.0,7060.24,United States,Classic Cars,Large,26,94,2003,12
10219,2004-02-10,S18_2238,43,100.0,8448.64,United States,Classic Cars,Large,26,99,2004,2
10230,2004-03-15,S18_2238,49,100.0,7300.51,Germany,Classic Cars,Large,26,45,2004,3
10246,2004-05-05,S18_2238,40,100.0,6549.2,Spain,Classic Cars,Medium,26,29,2004,5
10259,2004-06-15,S18_2238,30,100.0,5697.9,Singapore,Classic Cars,Medium,26,67,2004,6
10271,2004-07-20,S18_2238,50,100.0,9169.0,United States,Classic Cars,Large,26,99,2004,7
10282,2004-08-20,S18_2238,23,100.0,3238.63,United States,Classic Cars,Medium,26,69,2004,8
10292,2004-09-08,S18_2238,26,100.0,4554.94,United States,Classic Cars,Medium,26,86,2004,9
10305,2004-10-13,S18_2238,27,100.0,3934.44,United States,Classic Cars,Medium,26,94,2004,10
10314,2004-10-22,S18_2238,42,100.0,5776.26,Denmark,Classic Cars,Medium,26,93,2004,10
10324,2004-11-05,S18_2238,47,100.0,7207.45,United States,Classic Cars,Large,26,69,2004,11
10336,2004-11-20,S18_2238,49,100.0,7460.74,France,Classic Cars,Large,26,38,2004,11
10349,2004-12-01,S18_2238,38,100.0,6719.54,United States,Classic Cars,Medium,26,94,2004,12
10358,2004-12-10,S18_2238,20,100.0,2428.0,Spain,Classic Cars,Small,26,91,2004,12
10371,2005-01-23,S18_2238,25,100.0,2602.25,United States,Classic Cars,Small,26,69,2005,1
10382,2005-02-17,S18_2238,25,88.0,2200.0,United States,Classic Cars,Small,26,86,2005,2
10412,2005-05-03,S18_2238,41,100.0,6712.93,Spain,Classic Cars,Medium,26,75,2005,5
10425,2005-05-31,S18_2238,28,100.0,5318.04,France,Classic Cars,Medium,26,38,2005,5
10100,2003-01-06,S18_2248,50,67.8,3390.0,United States,Vintage Cars,Medium,27,69,2003,1
10110,2003-03-18,S18_2248,32,50.25,1608.0,United Kingdom,Vintage Cars,Small,27,27,2003,3
10124,2003-05-21,S18_2248,42,53.88,2262.96,United States,Vintage Cars,Small,27,94,2003,5
10149,2003-09-12,S18_2248,24,62.36,1496.64,United States,Vintage Cars,Small,27,99,2003,9
10162,2003-10-18,S18_2248,27,69.62,1879.74,United States,Vintage Cars,Small,27,69,2003,10
10173,2003-11-05,S18_2248,26,57.51,1495.26,Italy,Vintage Cars,Small,27,86,2003,11
10182,2003-11-12,S18_2248,38,61.15,2323.7,United States,Vintage Cars,Small,27,94,2003,11
10193,2003-11-21,S18_2248,42,59.33,2491.86,Australia,Vintage Cars,Small,27,62,2003,11
10204,2003-12-02,S18_2248,23,71.44,1643.12,United States,Vintage Cars,Small,27,69,2003,12
10214,2004-01-26,S18_2248,21,62.96,1322.16,Spain,Vintage Cars,Small,27,29,2004,1
10227,2004-03-02,S18_2248,28,50.85,1423.8,France,Vintage Cars,Small,27,12,2004,3
10241,2004-04-13,S18_2248,33,72.65,2397.45,France,Vintage Cars,Small,27,38,2004,4
10280,2004-08-17,S18_2248,25,62.96,1574.0,Italy,Vintage Cars,Small,27,93,2004,8
10288,2004-09-01,S18_2248,28,61.75,1729.0,Singapore,Vintage Cars,Small,27,94,2004,9
10303,2004-10-06,S18_2248,46,49.04,2255.84,Spain,Vintage Cars,Small,27,75,2004,10
10312,2004-10-21,S18_2248,30,61.15,1834.5,United States,Vintage Cars,Small,27,99,2004,10
10332,2004-11-17,S18_2248,38,84.25,3201.5,United Kingdom,Vintage Cars,Medium,27,41,2004,11
10344,2004-11-25,S18_2248,40,56.91,2276.4,France,Vintage Cars,Small,27,38,2004,11
10367,2005-01-12,S18_2248,45,100.0,8884.8,United States,Vintage Cars,Large,27,94,2005,1
10379,2005-02-10,S18_2248,27,49.3,1331.1,Spain,Vintage Cars,Small,27,91,2005,2
10407,2005-04-22,S18_2248,42,72.65,3051.3,United States,Vintage Cars,Medium,27,69,2005,4
10420,2005-05-29,S18_2248,36,63.57,2288.52,Australia,Vintage Cars,Small,27,62,2005,5
10104,2003-01-31,S18_2319,29,100.0,3772.61,Spain,Trucks and Buses,Medium,28,75,2003,1
10114,2003-04-01,S18_2319,39,100.0,4164.42,France,Trucks and Buses,Medium,28,38,2003,4
10127,2003-06-03,S18_2319,45,100.0,6295.95,United States,Trucks and Buses,Medium,28,69,2003,6
10141,2003-08-01,S18_2319,47,100.0,6287.66,Finland,Trucks and Buses,Medium,28,2,2003,8
10151,2003-09-21,S18_2319,49,100.0,5412.54,Finland,Trucks and Buses,Medium,28,21,2003,9
10165,2003-10-22,S18_2319,46,100.0,5984.14,Singapore,Trucks and Buses,Medium,28,8,2003,10
10175,2003-11-06,S18_2319,48,100.0,5891.04,United Kingdom,Trucks and Buses,Medium,28,26,2003,11
10184,2003-11-14,S18_2319,46,100.0,5984.14,Spain,Trucks and Buses,Medium,28,29,2003,11
10195,2003-11-25,S18_2319,35,100.0,3608.15,United States,Trucks and Buses,Medium,28,94,2003,11
10207,2003-12-09,S18_2319,43,100.0,5752.54,United States,Trucks and Buses,Medium,28,99,2003,12
10229,2004-03-11,S18_2319,26,100.0,3765.32,United States,Trucks and Buses,Medium,28,69,2004,3
10246,2004-05-05,S18_2319,22,98.18,2159.96,Spain,Trucks and Buses,Small,28,29,2004,5
10259,2004-06-15,S18_2319,34,99.41,3379.94,Singapore,Trucks and Buses,Medium,28,15,2004,6
10271,2004-07-20,S18_2319,50,100.0,5093.5,United States,Trucks and Buses,Medium,28,99,2004,7
10281,2004-08-19,S18_2319,48,100.0,5773.44,United States,Trucks and Buses,Medium,28,69,2004,8
10292,2004-09-08,S18_2319,41,100.0,4528.86,United States,Trucks and Buses,Medium,28,86,2004,9
10305,2004-10-13,S18_2319,36,100.0,4816.08,United States,Trucks and Buses,Medium,28,94,2004,10
10313,2004-10-22,S18_2319,29,100.0,3416.78,Canada,Trucks and Buses,Medium,28,85,2004,10
10324,2004-11-05,S18_2319,33,37.48,1236.84,United States,Trucks and Buses,Small,28,69,2004,11
10334,2004-11-19,S18_2319,46,100.0,5814.86,Sweden,Trucks and Buses,Medium,28,22,2004,11
10349,2004-12-01,S18_2319,38,100.0,5223.48,United States,Trucks and Buses,Medium,28,94,2004,12
10358,2004-12-10,S18_2319,20,36.42,728.4,Spain,Trucks and Buses,Small,28,91,2004,12
10370,2005-01-20,S18_2319,22,100.0,3949.0,Australia,Trucks and Buses,Medium,28,32,2005,1
10383,2005-02-22,S18_2319,27,100.0,3843.99,Spain,Trucks and Buses,Medium,28,29,2005,2
10412,2005-05-03,S18_2319,56,98.18,5498.08,Spain,Trucks and Buses,Medium,28,75,2005,5
10425,2005-05-31,S18_2319,38,99.41,3777.58,France,Trucks and Buses,Medium,28,38,2005,5
10101,2003-01-09,S18_2325,25,100.0,3782.0,Germany,Vintage Cars,Medium,29,24,2003,1
10110,2003-03-18,S18_2325,33,100.0,3859.68,United Kingdom,Vintage Cars,Medium,29,26,2003,3
10124,2003-05-21,S18_2325,42,100.0,4431.84,United States,Vintage Cars,Medium,29,94,2003,5
10149,2003-09-12,S18_2325,33,100.0,4950.33,United States,Vintage Cars,Medium,29,99,2003,9
10162,2003-10-18,S18_2325,38,100.0,4299.7,United States,Vintage Cars,Medium,29,69,2003,10
10173,2003-11-05,S18_2325,31,100.0,4492.83,Italy,Vintage Cars,Medium,29,34,2003,11
10182,2003-11-12,S18_2325,20,100.0,2212.0,United States,Vintage Cars,Small,29,94,2003,11
10193,2003-11-21,S18_2325,44,100.0,4642.88,Australia,Vintage Cars,Medium,29,62,2003,11
10204,2003-12-02,S18_2325,26,100.0,3206.32,United States,Vintage Cars,Medium,29,69,2003,12
10214,2004-01-26,S18_2325,27,100.0,3604.23,Spain,Vintage Cars,Medium,29,29,2004,1
10227,2004-03-02,S18_2325,46,100.0,7017.76,France,Vintage Cars,Large,29,12,2004,3
10243,2004-04-26,S18_2325,47,100.0,6154.18,United States,Vintage Cars,Medium,29,99,2004,4
10280,2004-08-17,S18_2325,37,100.0,4750.8,Italy,Vintage Cars,Medium,29,41,2004,8
10288,2004-09-01,S18_2325,31,100.0,3822.92,Singapore,Vintage Cars,Medium,29,42,2004,9
10304,2004-10-11,S18_2325,24,100.0,2440.8,France,Vintage Cars,Small,29,57,2004,10
10312,2004-10-21,S18_2325,31,100.0,4729.36,United States,Vintage Cars,Medium,29,99,2004,10
10322,2004-11-04,S18_2325,50,100.0,12536.5,United States,Vintage Cars,Large,29,69,2004,11
10332,2004-11-17,S18_2325,35,64.69,2264.15,United Kingdom,Vintage Cars,Small,29,41,2004,11
10344,2004-11-25,S18_2325,30,100.0,3928.2,France,Vintage Cars,Medium,29,46,2004,11
10356,2004-12-09,S18_2325,29,100.0,3630.22,France,Vintage Cars,Medium,29,51,2004,12
10367,2005-01-12,S18_2325,27,100.0,4196.07,United States,Vintage Cars,Medium,29,69,2005,1
10380,2005-02-16,S18_2325,40,100.0,4931.6,Spain,Vintage Cars,Medium,29,29,2005,2
10390,2005-03-04,S18_2325,31,98.99,3068.69,United States,Vintage Cars,Medium,29,94,2005,3
10409,2005-04-23,S18_2325,6,100.0,785.64,Singapore,Vintage Cars,Small,29,52,2005,4
10420,2005-05-29,S18_2325,45,100.0,4977.0,Australia,Vintage Cars,Medium,29,32,2005,5
10103,2003-01-29,S18_2432,22,54.09,1189.98,Norway,Trucks and Buses,Small,30,80,2003,1
10114,2003-04-01,S18_2432,45,68.67,3090.15,France,Trucks and Buses,Medium,30,57,2003,4
10126,2003-05-28,S18_2432,43,65.02,2795.86,Spain,Trucks and Buses,Small,30,91,2003,5
10140,2003-07-24,S18_2432,46,61.99,2851.54,United States,Trucks and Buses,Small,30,69,2003,7
10151,2003-09-21,S18_2432,39,69.28,2701.92,Finland,Trucks and Buses,Small,30,71,2003,9
10165,2003-10-22,S18_2432,31,71.1,2204.1,Singapore,Trucks and Buses,Small,30,59,2003,10
10175,2003-11-06,S18_2432,41,69.28,2840.48,United Kingdom,Trucks and Buses,Small,30,41,2003,11
10184,2003-11-14,S18_2432,44,60.16,2647.04,Spain,Trucks and Buses,Small,30,1,2003,11
10194,2003-11-25,S18_2432,45,70.49,3172.05,France,Trucks and Buses,Medium,30,74,2003,11
10207,2003-12-09,S18_2432,37,69.89,2585.93,United States,Trucks and Buses,Small,30,94,2003,12
10217,2004-02-04,S18_2432,35,61.38,2148.3,Singapore,Trucks and Buses,Small,30,64,2004,2
10229,2004-03-11,S18_2432,28,59.55,1667.4,United States,Trucks and Buses,Small,30,69,2004,3
10246,2004-05-05,S18_2432,30,61.99,1859.7,Spain,Trucks and Buses,Small,30,29,2004,5
10259,2004-06-15,S18_2432,30,49.22,1476.6,Singapore,Trucks and Buses,Small,30,67,2004,6
10271,2004-07-20,S18_2432,25,69.28,1732.0,United States,Trucks and Buses,Small,30,99,2004,7
10281,2004-08-19,S18_2432,29,57.73,1674.17,United States,Trucks and Buses,Small,30,69,2004,8
10291,2004-09-08,S18_2432,26,57.73,1500.98,Sweden,Trucks and Buses,Small,30,70,2004,9
10305,2004-10-13,S18_2432,41,53.48,2192.68,United States,Trucks and Buses,Small,30,94,2004,10
10313,2004-10-22,S18_2432,34,52.87,1797.58,Canada,Trucks and Buses,Small,30,85,2004,10
10322,2004-11-04,S18_2432,35,61.21,2142.35,United States,Trucks and Buses,Small,30,69,2004,11
10334,2004-11-19,S18_2432,34,61.38,2086.92,Sweden,Trucks and Buses,Small,30,74,2004,11
10347,2004-11-29,S18_2432,50,100.0,6834.5,Australia,Trucks and Buses,Medium,30,32,2004,11
10357,2004-12-10,S18_2432,41,61.99,2541.59,United States,Trucks and Buses,Small,30,99,2004,12
10370,2005-01-20,S18_2432,22,96.86,2130.92,Australia,Trucks and Buses,Small,30,32,2005,1
10381,2005-02-17,S18_2432,35,48.62,1701.7,United States,Trucks and Buses,Small,30,86,2005,2
10391,2005-03-09,S18_2432,44,38.5,1694.0,Australia,Trucks and Buses,Small,30,32,2005,3
10412,2005-05-03,S18_2432,47,61.99,2913.53,Spain,Trucks and Buses,Small,30,91,2005,5
10425,2005-05-31,S18_2432,19,49.22,935.18,France,Trucks and Buses,Small,30,12,2005,5
10106,2003-02-17,S18_2581,34,90.39,3073.26,Italy,Planes,Medium,31,82,2003,2
10120,2003-04-29,S18_2581,29,71.81,2082.49,Australia,Planes,Small,31,32,2003,4
10133,2003-06-27,S18_2581,49,69.27,3394.23,Spain,Planes,Medium,31,91,2003,6
10145,2003-08-25,S18_2581,30,85.32,2559.6,United States,Planes,Small,31,69,2003,8
10168,2003-10-28,S18_2581,21,70.96,1490.16,United States,Planes,Small,31,86,2003,10
10210,2004-01-12,S18_2581,50,76.88,3844.0,Japan,Planes,Medium,31,87,2004,1
10223,2004-02-20,S18_2581,47,100.0,4724.91,Australia,Planes,Medium,31,62,2004,2
10235,2004-04-02,S18_2581,24,76.03,1824.72,Canada,Planes,Small,31,42,2004,4
10250,2004-05-11,S18_2581,27,98.84,2668.68,United States,Planes,Small,31,86,2004,5
10263,2004-06-28,S18_2581,33,86.17,2843.61,United States,Planes,Small,31,94,2004,6
10275,2004-07-23,S18_2581,35,90.39,3163.65,France,Planes,Medium,31,74,2004,7
10284,2004-08-21,S18_2581,31,71.81,2226.11,Norway,Planes,Small,31,76,2004,8
10297,2004-09-16,S18_2581,25,82.79,2069.75,Ireland,Planes,Small,31,96,2004,9
10308,2004-10-15,S18_2581,27,82.79,2235.33,United States,Planes,Small,31,94,2004,10
10318,2004-11-02,S18_2581,31,100.0,3116.43,United States,Planes,Medium,31,99,2004,11
10327,2004-11-10,S18_2581,45,100.0,4781.7,Denmark,Planes,Medium,31,7,2004,11
10339,2004-11-23,S18_2581,27,100.0,2810.7,Japan,Planes,Small,31,98,2004,11
10353,2004-12-04,S18_2581,27,100.0,3515.67,United States,Planes,Medium,31,94,2004,12
10374,2005-02-02,S18_2581,42,69.27,2909.34,Australia,Planes,Small,31,62,2005,2
10386,2005-03-01,S18_2581,21,74.77,1570.17,Spain,Planes,Small,31,1,2005,3
10398,2005-03-30,S18_2581,34,76.88,2613.92,France,Planes,Small,31,51,2005,3
10401,2005-04-03,S18_2581,42,76.03,3193.26,United States,Planes,Medium,31,94,2005,4
10416,2005-05-10,S18_2581,15,98.84,1482.6,Italy,Planes,Small,31,4,2005,5
10107,2003-02-24,S18_2625,29,70.87,2055.23,United States,Motorcycles,Small,32,69,2003,2
10120,2003-04-29,S18_2625,46,58.15,2674.9,Australia,Motorcycles,Small,32,62,2003,4
10134,2003-07-01,S18_2625,30,61.78,1853.4,France,Motorcycles,Small,32,46,2003,7
10145,2003-08-25,S18_2625,30,49.67,1490.1,United States,Motorcycles,Small,32,99,2003,8
10159,2003-10-10,S18_2625,42,51.48,2162.16,United States,Motorcycles,Small,32,69,2003,10
10168,2003-10-28,S18_2625,46,61.18,2814.28,United States,Motorcycles,Small,32,86,2003,10
10180,2003-11-11,S18_2625,25,64.2,1605.0,France,Motorcycles,Small,32,12,2003,11
10188,2003-11-18,S18_2625,32,65.42,2093.44,Norway,Motorcycles,Small,32,65,2003,11
10201,2003-12-01,S18_2625,30,64.81,1944.3,United States,Motorcycles,Small,32,69,2003,12
10210,2004-01-12,S18_2625,40,49.67,1986.8,Japan,Motorcycles,Small,32,14,2004,1
10223,2004-02-20,S18_2625,28,60.57,1695.96,Australia,Motorcycles,Small,32,32,2004,2
10236,2004-04-03,S18_2625,23,55.72,1281.56,United States,Motorcycles,Small,32,99,2004,4
10251,2004-05-18,S18_2625,29,61.18,1774.22,United States,Motorcycles,Small,32,69,2004,5
10263,2004-06-28,S18_2625,34,58.75,1997.5,United States,Motorcycles,Small,32,86,2004,6
10275,2004-07-23,S18_2625,37,63.6,2353.2,France,Motorcycles,Small,32,46,2004,7
10285,2004-08-27,S18_2625,20,49.06,981.2,United States,Motorcycles,Small,32,99,2004,8
10298,2004-09-27,S18_2625,32,48.46,1550.72,France,Motorcycles,Small,32,57,2004,9
10308,2004-10-15,S18_2625,34,52.09,1771.06,United States,Motorcycles,Small,32,86,2004,10
10318,2004-11-02,S18_2625,42,52.7,2213.4,United States,Motorcycles,Small,32,94,2004,11
10329,2004-11-15,S18_2625,38,100.0,5266.04,United States,Motorcycles,Medium,32,99,2004,11
10339,2004-11-23,S18_2625,30,62.16,1864.8,Japan,Motorcycles,Small,32,25,2004,11
10362,2005-01-05,S18_2625,23,49.67,1142.41,United States,Motorcycles,Small,32,86,2005,1
10374,2005-02-02,S18_2625,22,53.3,1172.6,Australia,Motorcycles,Small,32,32,2005,2
10389,2005-03-03,S18_2625,39,100.0,6981.0,Sweden,Motorcycles,Medium,32,28,2005,3
10402,2005-04-07,S18_2625,55,55.72,3064.6,France,Motorcycles,Medium,32,12,2005,4
10417,2005-05-13,S18_2625,36,61.18,2202.48,Spain,Motorcycles,Small,32,29,2005,5
10101,2003-01-09,S18_2795,26,100.0,3773.38,Germany,Vintage Cars,Medium,33,24,2003,1
10110,2003-03-18,S18_2795,31,100.0,5074.39,United Kingdom,Vintage Cars,Medium,33,54,2003,3
10125,2003-05-21,S18_2795,34,100.0,6483.46,Australia,Vintage Cars,Medium,33,32,2003,5
10139,2003-07-16,S18_2795,41,100.0,7956.46,Australia,Vintage Cars,Large,33,62,2003,7
10149,2003-09-12,S18_2795,23,100.0,4230.62,United States,Vintage Cars,Medium,33,94,2003,9
10162,2003-10-18,S18_2795,48,100.0,7209.12,United States,Vintage Cars,Large,33,99,2003,10
10173,2003-11-05,S18_2795,22,100.0,3452.68,Italy,Vintage Cars,Medium,33,37,2003,11
10182,2003-11-12,S18_2795,21,100.0,3047.73,United States,Vintage Cars,Medium,33,86,2003,11
10193,2003-11-21,S18_2795,22,100.0,3675.32,Australia,Vintage Cars,Medium,33,32,2003,11
10205,2003-12-03,S18_2795,40,100.0,7492.4,Spain,Vintage Cars,Large,33,91,2003,12
10214,2004-01-26,S18_2795,50,100.0,9534.5,Spain,Vintage Cars,Large,33,1,2004,1
10227,2004-03-02,S18_2795,29,100.0,5579.02,France,Vintage Cars,Medium,33,38,2004,3
10244,2004-04-29,S18_2795,43,100.0,5950.34,Spain,Vintage Cars,Medium,33,75,2004,4
10255,2004-06-04,S18_2795,24,100.0,3726.0,France,Vintage Cars,Medium,33,51,2004,6
10280,2004-08-17,S18_2795,22,100.0,4455.0,Italy,Vintage Cars,Medium,33,45,2004,8
10289,2004-09-03,S18_2795,43,100.0,8272.34,Norway,Vintage Cars,Large,33,33,2004,9
10304,2004-10-11,S18_2795,20,100.0,3577.6,France,Vintage Cars,Medium,33,12,2004,10
10312,2004-10-21,S18_2795,25,100.0,3881.25,United States,Vintage Cars,Medium,33,99,2004,10
10322,2004-11-04,S18_2795,36,100.0,5797.44,United States,Vintage Cars,Medium,33,69,2004,11
10332,2004-11-17,S18_2795,24,52.67,1264.08,United Kingdom,Vintage Cars,Small,33,27,2004,11
10347,2004-11-29,S18_2795,21,100.0,4815.3,Australia,Vintage Cars,Medium,33,32,2004,11
10356,2004-12-09,S18_2795,30,100.0,4462.2,France,Vintage Cars,Medium,33,74,2004,12
10367,2005-01-12,S18_2795,32,94.79,3033.28,United States,Vintage Cars,Medium,33,69,2005,1
10380,2005-02-16,S18_2795,21,47.18,990.78,Spain,Vintage Cars,Small,33,29,2005,2
10390,2005-03-04,S18_2795,26,78.11,2030.86,United States,Vintage Cars,Small,33,94,2005,3
10421,2005-05-29,S18_2795,35,100.0,5433.75,United States,Vintage Cars,Medium,33,99,2005,5
10109,2003-03-10,S18_2870,26,100.0,3157.44,United States,Classic Cars,Medium,34,69,2003,3
10123,2003-05-20,S18_2870,46,100.0,5161.2,France,Classic Cars,Medium,34,74,2003,5
10137,2003-07-10,S18_2870,37,100.0,4346.76,France,Classic Cars,Medium,34,12,2003,7
10148,2003-09-11,S18_2870,27,100.0,3528.36,Australia,Classic Cars,Medium,34,62,2003,9
10161,2003-10-17,S18_2870,23,100.0,3187.8,Denmark,Classic Cars,Medium,34,7,2003,10
10172,2003-11-05,S18_2870,39,100.0,6023.16,United States,Classic Cars,Medium,34,86,2003,11
10181,2003-11-12,S18_2870,27,100.0,3884.76,Norway,Classic Cars,Medium,34,76,2003,11
10192,2003-11-20,S18_2870,38,100.0,4965.84,United States,Classic Cars,Medium,34,99,2003,11
10204,2003-12-02,S18_2870,27,100.0,4169.88,United States,Classic Cars,Medium,34,69,2003,12
10212,2004-01-16,S18_2870,40,100.0,4910.4,Spain,Classic Cars,Medium,34,29,2004,1
10226,2004-02-26,S18_2870,24,100.0,3231.36,United States,Classic Cars,Medium,34,94,2004,2
10241,2004-04-13,S18_2870,44,100.0,6853.44,France,Classic Cars,Medium,34,51,2004,4
10253,2004-06-01,S18_2870,37,100.0,5177.04,United Kingdom,Classic Cars,Medium,34,4,2004,6
10266,2004-07-06,S18_2870,20,100.0,2824.8,Italy,Classic Cars,Small,34,70,2004,7
10278,2004-08-06,S18_2870,39,100.0,4324.32,United States,Classic Cars,Medium,34,94,2004,8
10287,2004-08-30,S18_2870,44,100.0,5052.96,Switzerland,Classic Cars,Medium,34,25,2004,8
10301,2003-10-05,S18_2870,22,100.0,3223.44,Norway,Classic Cars,Medium,34,76,2003,10
10311,2004-10-16,S18_2870,43,100.0,5278.68,Spain,Classic Cars,Medium,34,29,2004,10
10321,2004-11-04,S18_2870,27,100.0,2851.2,United States,Classic Cars,Small,34,94,2004,11
10331,2004-11-17,S18_2870,26,64.9,1687.4,United States,Classic Cars,Small,34,99,2004,11
